1778696510.479		476	80	23	298	75	299	79	129	0	200
1778696510.536		436	75	21	303	37	305	84	312	0	200
1778696510.592	close]	537	74	23	388	52	389	98	126	0	404
1778696510.649		494	66	20	371	37	373	79	129	0	200
1778696510.705		515	70	21	330	94	331	84	312	0	200
1778696510.762	close]	609	115	29	400	65	403	98	126	0	404
1778696510.817		595	118	28	404	45	408	79	129	0	200
1778696510.875		518	78	23	385	32	386	84	312	0	200
1778696510.931	close]	497	77	25	365	30	367	98	126	0	404
1778696510.987		456	74	23	319	40	320	79	129	0	200
1778696511.042		599	74	24	441	60	442	84	312	0	200
1778696511.099	close]	474	73	23	345	33	345	98	126	0	404
1778696511.155		518	73	24	392	29	393	79	129	0	200
1778696511.211		545	79	24	404	38	406	84	312	0	200
1778696511.267	close]	730	120	28	550	32	553	98	126	0	404
1778696511.322		634	104	27	436	67	438	79	129	0	200
1778696511.378		546	79	25	409	33	409	84	312	0	200
1778696511.434	close]	505	78	24	364	39	365	98	126	0	404
1778696511.489		474	77	24	339	34	340	79	129	0	200
1778696511.545		600	105	25	411	59	413	84	312	0	200
1778696511.600	close]	551	75	23	408	45	409	98	126	0	404
1778696511.655		574	78	18	434	44	435	79	129	0	200
1778696511.710		539	72	23	393	51	394	84	312	0	200
1778696511.766	close]	2346	116	28	2041	161	2043	98	126	0	404
1778696511.821		619	104	26	443	46	448	79	129	0	200
1778696511.876		580	78	23	434	45	437	84	312	0	200
1778696511.930	close]	565	76	41	404	44	405	98	126	0	404
1778696511.985		477	75	34	330	38	333	79	129	0	200
1778696512.040		537	72	23	391	51	394	84	312	0	200
1778696512.095	close]	459	81	33	306	39	309	98	126	0	404
1778696512.150		549	82	25	381	61	383	79	129	0	200
1778696512.203		513	75	23	371	44	373	84	312	0	200
1778696512.259	close]	565	86	22	401	56	404	98	126	0	404
1778696512.313		603	100	28	428	47	430	79	129	0	200
1778696512.368		581	79	26	407	69	407	84	312	0	200
1778696512.421	close]	585	106	25	321	133	324	98	126	0	404
1778696512.476		509	78	25	346	60	348	79	129	0	200
1778696512.530		445	77	23	311	34	313	84	312	0	200
1778696512.585	close]	524	70	24	387	43	388	98	126	0	404
1778696512.639		568	73	22	430	43	433	79	129	0	200
1778696512.692		575	79	24	423	49	425	84	312	0	200
1778696512.747	close]	2430	120	28	2152	130	2156	98	126	0	404
1778696512.801		604	91	23	428	62	431	79	129	0	200
1778696512.854		581	77	25	436	43	438	84	312	0	200
1778696512.908	close]	422	68	21	297	36	300	98	126	0	404
1778696512.962		459	84	25	313	37	317	79	129	0	200
1778696513.015		471	74	23	335	39	339	84	312	0	200
1778696513.069	close]	575	79	19	417	60	418	98	126	0	404
1778696513.122		628	77	23	480	48	471	79	129	0	200
1778696513.176		542	72	17	411	42	412	84	312	0	200
1778696513.229	close]	557	69	20	430	38	430	98	126	0	404
1778696513.282		1652	110	22	1492	28	1495	79	129	0	200
1778696513.336		634	96	27	465	46	469	84	312	0	200
1778696513.389	close]	538	105	24	374	35	376	98	126	0	404
1778696513.442		531	78	24	395	34	395	79	129	0	200
1778696513.495		528	74	22	365	67	365	84	312	0	200
1778696513.548	close]	582	80	26	403	73	403	98	126	0	404
1778696513.601		596	82	23	425	66	427	79	129	0	200
1778696513.653		530	73	23	392	42	394	84	312	0	200
1778696513.707	close]	535	72	24	393	46	395	98	126	0	404
1778696513.759		647	71	22	426	128	426	79	129	0	200
1778696513.812		874	140	31	667	36	671	84	312	0	200
1778696513.865	close]	595	100	28	420	47	424	98	126	0	404
1778696513.917		519	82	35	369	33	370	79	129	0	200
1778696513.970		523	69	21	389	44	390	84	312	0	200
1778696514.022	close]	467	71	23	343	30	347	98	126	0	404
